title,region name,uid,average_rating,elevation_gain,highpoint,mileage,mileage_type,tripreport_count,campsites,coast,dogs_ok,foliage,kids_ok,lakes,mountains,old_growth,ridges,rivers,summits,waterfalls,wildflowers,wildlife
Evergreen State College — Organic Farm Trail,Olympic Peninsula -- Olympia,33df550d5c044c718ad65b8978c2d6b4,0.0,60.0,230.0,0.8,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
Golden Horn - Snowy Lakes,North Cascades -- North Cascades Highway - Hwy 20,33e497e03b127e665919f4bab388b6fb,3.63636363636,2700.0,6900.0,23.0,1,117,1,0,0,1,0,1,1,0,1,0,0,0,1,0
Church Creek,Olympic Peninsula -- Olympia,33eaa180f91059da39093a27c7d43bad,3.0,2300.0,3200.0,6.4,1,51,0,0,1,0,0,1,0,1,1,1,0,1,1,0
Sheep Lake to Sourdough Gap,Mount Rainier Area -- Chinook Pass - Hwy 410,33fea7322edf4992b8c494fe2eb44365,3.7037037037,1100.0,6400.0,6.0,1,307,0,0,1,0,1,1,1,0,0,0,0,0,1,1
Swauk Meadows Snowshoe,Central Cascades -- Blewett Pass,34024dc2b3d76b69a2043b412f25696a,2.5,None,None,6.7,1,8,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Peak Two,South Cascades,341d1d813fb31ebfad0787a6212ca51d,1.66666666667,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nisqually Vista Loop,Mount Rainier Area -- SW - Longmire/Paradise,342ac553db38605920672773b24c641c,3.42857142857,200.0,5400.0,1.1,1,67,0,0,0,0,1,0,1,0,0,0,0,0,1,1
Pear Butte,South Cascades,343eb2a2065e06a67eb06e72227258a1,2.83333333333,None,None,None,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Table Mountain,North Cascades -- Mount Baker Area,3450f74f52d4c74eb450390daa6df16a,4.41666666667,725.0,5700.0,2.6,1,168,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cape Horn,Southwest Washington -- Columbia River Gorge - WA,3486bb5efd9155108325c6fe9ef0f1d0,3.71428571429,1300.0,1350.0,7.2,1,85,0,0,0,1,0,0,1,1,0,1,0,1,1,1
South Bay Trail,Puget Sound and Islands -- Bellingham Area,349be1348821404dad37c057f7de02e9,4.0,20.0,20.0,4.0,1,18,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Setting Sun Mountain,North Cascades -- Methow/Sawtooth,349fc7418cad4d36b0c09fef580e4ab5,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green River Trail,Puget Sound and Islands -- Seattle-Tacoma Area,34cf5976b09846549d583ea5762d7767,2.66666666667,0.0,50.0,19.7,5,8,0,0,1,1,1,0,0,0,0,1,0,0,0,1
Bonaparte,Eastern Washington,34e0304ed0e930da72338fec7a06cbea,2.5,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenbank Farm,Puget Sound and Islands -- Whidbey Island,34e904c688b1ebe801f51652b295da2f,3.2,275.0,300.0,7.0,4,7,0,0,1,0,1,0,1,0,0,0,0,0,0,1
Lake Creek,North Cascades -- Pasayten,3505f6dcba6c0f0ca9acbf616badcff7,2.25,2600.0,5800.0,37.8,1,7,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Memaloose Hills,Southwest Washington -- Columbia River Gorge - OR,3507daf7c505499e8ad02a06b7c84e97,0.0,None,None,None,1,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Tatoosh Ridge,South Cascades -- White Pass/Cowlitz River Valley,3514568a1b0717684d514e3ae9729adb,3.72727272727,2900.0,5775.0,6.2,1,111,0,0,1,0,0,1,1,1,1,0,1,0,1,0
Hardy Creek,Southwest Washington -- Columbia River Gorge - WA,3515b9a1305af856e3228d2392da3cea,2.0,None,None,None,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Frosty - Wildhorse Creek,Central Cascades -- Stevens Pass - East,3527c116f623bad4723931d7cb9faeb6,3.75,None,None,None,1,97,1,0,0,1,0,1,1,1,1,1,1,0,1,1
Hoodsport Trail,Olympic Peninsula -- Hood Canal,3549bd7af70f49598fd299d833d848cd,2.5,None,None,2.5,4,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Eagle Creek,North Cascades -- Methow/Sawtooth,355a8eac7a94f207ab43566451da13d0,2.66666666667,4250.0,7250.0,16.0,1,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Rockies,South Cascades -- White Pass/Cowlitz River Valley,35657271512f83aed365ca3804537817,3.0,None,None,None,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seattle View Trail,Issaquah Alps -- Tiger Mountain,356a24ff1b53c3864066757c49c04556,2.5,None,None,1.2,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Soos Creek Trail,Puget Sound and Islands -- Seattle-Tacoma Area,3579ded161b34839804ac8495eaff1e3,4.0,None,None,12.0,1,16,0,0,1,1,1,0,1,0,0,0,0,0,0,1
Wonderland Trail - Stevens Canyon,Mount Rainier Area,357d50883c1eada4a10c8de5cb1c6118,4.5,None,None,None,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elbow Peak,Snoqualmie Region -- Salmon La Sac/Teanaway,357faac4e278a651da03e247414a035e,2.57142857143,2800.0,5673.0,10.0,1,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Pacific Crest Trail (PCT) Section K - Stevens Pass to Rainy Pass,Central Cascades -- Stevens Pass - East,358058d4282f349a32342f3c7682b8e6,4.25,26351.0,6600.0,117.0,5,260,1,0,0,0,0,0,1,0,1,1,1,0,1,1
Port Angeles Waterfront Trail,Olympic Peninsula -- Northern Coast,358d02f835d7340771b58b1870f0a8df,2.25,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myrtle Falls   ,Mount Rainier Area -- SW - Longmire/Paradise,35c11a97468c4700be86dd6f8df1491a,3.0,None,None,0.8,1,29,0,0,0,0,1,0,1,0,0,0,0,1,1,1
Merritt Lake and Lost Lake,Central Cascades -- Stevens Pass - East,35d866aaded6a9ac7b8a46ccc2b264e3,3.5,2100.0,5023.0,5.5,1,201,0,0,1,1,0,1,1,1,1,0,0,0,0,0
Lake Creek ,Eastern Washington -- Spokane Area/Coeur d'Alene,35e06b0dfd3e87e37e77ffd9f61be5b8,3.25,340.0,1840.0,26.0,1,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Paradise River,Mount Rainier Area -- SW - Longmire/Paradise,35efcebabf89f060e8d9b048eef37c95,3.5,None,None,None,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradise Lakes,Snoqualmie Region -- North Bend Area,35f368ff79886361c8642886d41aff3e,3.0,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Mile Ridge,Central Cascades,360ef7bfd038bb1c3b7e548b1a6b5b12,2.33333333333,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prospector's Ridge,Snoqualmie Region -- North Bend Area,362856abd7454c8f81b39692c15aac11,0.0,None,None,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florence Peak,Mount Rainier Area -- NW - Carbon River/Mowich,36377bb00573215ea88786b7ff55117c,0.0,3700.0,None,8.0,1,35,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Horse Heaven Hills,Central Washington -- Tri-Cities,36794565d09a5f56b210210d70be63d7,3.57142857143,1220.0,1924.0,6.8,1,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Eagle and Chutla Peaks Trail Snowshoe,Mount Rainier Area,367f46ad1b65b455e9d1a36da5f2a1f6,1.66666666667,2900.0,5600.0,7.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sedge Ridge,Eastern Washington,368f5ef437a307d7c525721a2407ac24,4.66666666667,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genius,Central Cascades -- Stevens Pass - East,369100a3999a4e92bc12d326c1fca90e,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission Peak,Central Cascades -- Leavenworth Area,369ba738e0658a1f9172d79bea7a51b4,3.5,None,6876.0,None,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poodle Dog Pass,North Cascades -- Mountain Loop Highway,36abd6c8ba2817724867ef17314a4be2,2.2,None,4800.0,None,1,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nisqually State Park,Mount Rainier Area -- SW - Longmire/Paradise,36af9e54338841438dce54516e22117d,3.0,None,None,None,1,29,0,0,1,1,1,0,0,1,0,1,0,0,0,1
Spratt Mountain,North Cascades,36e10842a895d68ee9a9759759add75e,2.33333333333,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider Lake,Olympic Peninsula -- Olympia,3705c0f3795677819cf81a784710d42d,3.375,250.0,1400.0,2.0,1,56,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Elwha River and Geyser Valley,Olympic Peninsula -- Northern Coast,37221511b3b11f7aa435c2e4ec5c98c8,2.8,600.0,1300.0,7.8,1,78,1,0,0,0,0,0,0,1,0,1,0,0,1,1
Marcus Trail to Copper Butte,Eastern Washington -- Okanogan Highlands/Kettle River Range,37229c29cf804718b7a0335aa8ea396e,0.0,None,None,None,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nursery Peak,Snoqualmie Region -- Salmon La Sac/Teanaway,3723268d3c374f95b6a29d55ad7207c2,0.0,6967.0,None,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indian Henry's Hunting Ground via Longmire,Mount Rainier Area -- SW - Longmire/Paradise,3728230e747cf08543f999411f97f3f3,4.125,3200.0,5600.0,14.0,1,68,1,0,0,0,0,1,1,0,0,1,0,0,1,1
Gold Mine Trail,Puget Sound and Islands -- Bellingham Area,372ee56bc7304251941620f0380eaf26,3.4,None,1330.0,3.5,1,36,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Lorraine Ridge,Central Cascades,3736a03129049743aa062eeacfa4f50a,2.75,None,None,None,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echo Ridge,Central Cascades -- Entiat Mountains/Lake Chelan,374c391fdceeff1e0de43625865e2571,2.8,None,None,3.0,1,28,0,0,0,0,1,0,1,0,1,0,0,0,1,0
Eagle Lake Fisherman's Trail,Central Cascades -- Stevens Pass - West,3757a2931e874b71b0fb923d1bb051cd,4.18181818182,712.0,3888.0,5.0,1,167,1,0,1,1,1,1,1,1,0,0,0,0,1,1
She-Who-Watches,Southwest Washington -- Columbia River Gorge - WA,37581d534b0bee538063a5f0d02244e3,3.25,None,None,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remmel Lake,North Cascades,375d281f2ffaf2da0a33523931d0a3f8,2.5,None,None,None,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Pierson Trail,Puget Sound and Islands -- Seattle-Tacoma Area,37d6134d89b341d188805191f42e866f,2.0,383.0,390.0,6.6,5,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Lake Ann,Snoqualmie Region -- Salmon La Sac/Teanaway,380d90c769e262a9be71bf9ad22eafa5,3.6,2200.0,6500.0,8.2,1,151,1,0,0,0,0,1,1,0,1,0,0,0,1,0
Crescent Lake,Central Cascades -- Stevens Pass - West,3823cca6bbeb4bbe823c97c7fd612a20,0.0,18.0,86.0,2.0,1,13,0,0,1,0,1,1,1,0,0,0,0,0,1,1
Wallula Gap Overlook,Central Washington -- Tri-Cities,386d243529a61bf86ba6ecedecbe900a,2.0,780.0,1150.0,6.3,1,20,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Stabler Camp,South Cascades,3880384dec5e1d1cf19cb28fd6389258,2.5,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lighting Creek Trail,North Cascades -- Methow/Sawtooth,38816cbae679465aa8dce90cbd6bfa66,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucannon River Canyon,Eastern Washington -- Palouse and Blue Mountains,3884d0edf1d7b612ccce40480e0b2d45,2.2,1200.0,3680.0,8.0,1,34,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Great Wall,Snoqualmie Region -- North Bend Area,38a616c5f71949f6ae462c4d9c9095c0,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looking Glass Lake,South Cascades -- Mount Adams Area,38b9df6e86d2a6eef1538768ee223765,4.16666666667,2400.0,6000.0,15.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
Black Lake,North Cascades -- Pasayten,38c028055b172c3766b1f3440b7519e4,2.625,780.0,3982.0,8.0,1,33,1,0,0,0,1,1,0,0,0,0,0,0,1,1
Phantom Lake Loop,Puget Sound and Islands -- Seattle-Tacoma Area,38c420655cfb4b53b484c502b040fa25,2.5,130.0,370.0,3.2,1,22,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Yellow Lake,Issaquah Alps,38f47a47665b48d1b45fbda818c64e0a,3.0,20.0,420.0,1.25,1,7,0,0,1,0,1,1,0,0,0,0,0,0,1,1
Helena Mines,North Cascades -- Mountain Loop Highway,3909f2e2b0684dd98ccf837b459e4593,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ewok Trail,Snoqualmie Region -- Salmon La Sac/Teanaway,3924644e4cff48e4a9aefae6e3954956,0.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape Alava,Olympic Peninsula -- Pacific Coast,393241b4608762175096e6090c1049ae,3.4,100.0,350.0,6.2,1,94,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Silver Creek Tie,Snoqualmie Region -- Cle Elum Area,39345c14e953d94d41236258fdbd9174,3.2,None,None,None,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blanca Lake,Central Cascades -- Stevens Pass - West,39390534afbbaa0228e421312920e85d,4.44094488189,3300.0,4600.0,7.5,1,1018,1,0,1,0,0,1,1,1,0,0,1,1,0,0
Snipes Mountain - Pine Way,South Cascades -- Mount Adams Area,3950c6ffc7dac974be439e6bc120ea74,3.0,500.0,4800.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Squibbs Creek,Puget Sound and Islands -- Seattle-Tacoma Area,39595ad989c94d8fae007a6301b6ed2c,0.0,140.0,700.0,0.6,1,2,0,0,1,1,1,0,0,1,0,1,0,0,0,0
Quartz Mountain,South Cascades,3973264ff1a223061fa3209bef0c205f,3.0,None,4646.0,None,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Pressentin Park,North Cascades -- North Cascades Highway - Hwy 20,39778e320472471aaaafe22e730bdd4d,0.0,10.0,327.0,2.0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
Discovery Park Beach and Highlands Loop,Puget Sound and Islands,3982e0ad2a034bc0b3fe76ea61b650d6,4.22222222222,380.0,345.0,5.1,1,52,0,1,0,1,1,0,1,0,0,0,0,0,1,0
Bean Peak,Central Cascades -- Blewett Pass,3987d2ab4cf7556ea705db7404d6dee5,3.75,None,6743.0,None,1,105,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Stimpson Nature Reserve,Puget Sound and Islands -- Bellingham Area,398e459637e49a9d57cea52ac1fd8151,4.28571428571,300.0,800.0,4.9,1,50,0,0,0,0,1,0,0,1,0,0,0,1,0,1
Miners Cabin,Central Cascades,39aebde27bd398fae8b75953da57d9a3,2.0,None,None,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron Bear - Teanaway Ridge,Snoqualmie Region -- Salmon La Sac/Teanaway,39bfa7f9f854db181e5f9af0d3389ca3,4.0,1900.0,5489.0,6.5,1,499,0,0,1,0,0,0,1,0,1,0,0,0,1,0
Packer Creek,Eastern Washington -- Spokane Area/Coeur d'Alene,39d464fa61625c41fcc820d9c9275be1,3.5,100.0,1800.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Campbell Lake,Eastern Washington,39eeb0e3634d6d59d70689ca4dafd43b,2.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nason Ridge Snowshoe,Central Cascades -- Leavenworth Area,39fc44de9add4cb39519eaa2854fa795,3.0,750.0,2720.0,3.6,1,21,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Eruption Trail,South Cascades -- Mount St. Helens,3a10fe7aff255139feadb62800f1cde2,2.33333333333,25.0,4200.0,0.5,1,14,0,0,0,0,1,0,1,0,0,0,0,0,1,0
North Mountain Lookout,North Cascades -- Mountain Loop Highway,3a13ccdf8a154cbab684c39e7caf15ec,4.5,None,3956.0,2.5,1,26,0,0,1,0,1,0,1,0,0,1,1,0,0,0
Tam O'Shanter - Viewpoint Open Space Trails,Puget Sound and Islands -- Seattle-Tacoma Area,3a4cb65891d34390bb7b6327fdbd767d,0.0,150.0,320.0,1.5,1,6,0,0,1,1,1,0,0,0,0,0,0,0,1,1
Dry Creek,South Cascades -- White Pass/Cowlitz River Valley,3a57fa1fd1e79859b6b23d8c3b0e9db3,3.0,2800.0,3815.0,7.0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fortune Ponds,Central Cascades -- Stevens Pass - West,3a7adf1f979bea54fd632fb2bdaa839c,2.2,2700.0,4700.0,13.0,1,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0
West Tiger No. 1 via Fred's Corner,Issaquah Alps -- Tiger Mountain,3a8920afd5bcd70f57a333345db7c758,3.14285714286,2450.0,2948.0,7.0,1,100,0,0,1,1,0,0,1,0,0,0,1,0,1,1
Diamond Head  Snowshoe,Central Cascades -- Blewett Pass,3a8d5a7751c665c71ded38dca216c71b,3.0,1815.0,5915.0,6.6,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Grace Lakes,Central Cascades -- Stevens Pass - West,3ab0bc433622d8cbe8f5f37bca23daa0,4.33333333333,500.0,None,4.0,1,74,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Source Lake,Snoqualmie Region -- Snoqualmie Pass,3ad412ef3b41c53ede67191547c3ba0c,3.90909090909,700.0,3800.0,6.0,1,200,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Tiffany Lake,North Cascades -- Pasayten,3ad59528fafef40084881e1c28021a0a,2.0,200.0,6750.0,3.0,1,14,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Granite Creek Connector Trail,Snoqualmie Region -- North Bend Area,3ad9521484f5409a9d4e18bd9ced5169,0.0,900.0,1680.0,2.6,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Historic Columbia River Highway State Trail,Southwest Washington -- Columbia River Gorge - OR,3b01c02ffcc349878b4692cce5395ac1,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surprise Creek,Issaquah Alps -- Cougar Mountain,3b18470ce6daa0bb446fe0b9b575e05a,2.66666666667,None,None,0.6,5,57,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Buck Creek Falls Loop,Southwest Washington -- Lewis River Region,3b19786d8af543438b17ab1c4a1495ed,0.0,770.0,1090.0,3.0,5,2,0,0,1,1,1,1,0,0,0,1,0,1,0,0
Stetattle Creek,North Cascades -- North Cascades Highway - Hwy 20,3b2d8884c5f08d22b88a78c43edbee9d,3.66666666667,1100.0,None,6.0,1,50,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Oregon Butte,Eastern Washington -- Palouse and Blue Mountains,3b376693dfd7a8d1aefbe3bfa321ced3,4.0,987.0,6387.0,6.0,1,75,1,0,1,0,0,0,1,0,1,0,1,0,1,1
Cougar Valley,Mount Rainier Area -- Chinook Pass - Hwy 410,3b42b9de401e356ffc836f9beebd70af,2.4,None,None,None,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Arriva,North Cascades -- North Cascades Highway - Hwy 20,3b48a5129fa0416b9982bc8d4f394e7a,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Kettle Falls Trail,Eastern Washington -- Selkirk Range,3b53b7b732264264a6eae31564619cd9,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stagman Ridge - The Bumper,South Cascades -- Mount Adams Area,3b5ab12be05bd02860be1be3b953cfec,4.28571428571,1700.0,5900.0,9.0,1,17,0,0,1,0,0,0,1,0,1,0,0,0,1,1
Spring Creek - Green Mountain,South Cascades -- Dark Divide,3b5ef609badf87ea41e735693a1f6b4d,3.5,1200.0,5107.0,8.2,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Toutle Trail,South Cascades -- Mount St. Helens,3b64a3a0b4c931e19f121dba74ffa636,2.75,1500.0,3600.0,13.6,5,3,0,0,1,1,1,1,1,1,1,1,0,0,1,0
Westport State Park - Westport Light Trail,Olympic Peninsula -- Pacific Coast,3b6bff85d5144a819ff60ff0ee124900,0.0,15.0,30.0,2.0,1,23,0,1,1,0,1,0,0,0,0,0,0,0,0,1
Clear West Peak,Mount Rainier Area -- Chinook Pass - Hwy 410,3b6f814f2ed136e9ba9c7eb55ef2f2c5,2.25,900.0,5400.0,2.0,1,10,0,0,1,0,1,0,1,0,0,0,0,0,0,1
George C Reifel Migratory Bird Sanctuary,Puget Sound and Islands -- San Juan Islands,3b77eff2aafb4b3e9b1f22c16cba3c95,0.0,0.0,10.0,1.5,1,10,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Trout Creek,Central Cascades -- Stevens Pass - West,3b7c3fb77b9cb989b1a7135bcf43f726,3.66666666667,500.0,1400.0,3.0,1,32,0,0,0,1,1,0,0,0,0,1,0,1,0,1
River View,South Cascades,3b8e616bde7ea70c9503d316b7fd8402,3.5,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenpeak Mountain,Central Cascades -- Stevens Pass - East,3b8f1845ac794738af2092709b71ddbb,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huffman Peak,Southwest Washington -- Lewis River Region,3b8f49eec69082cbf8c2ca3b40f53622,3.5,3990.0,3830.0,13.6,1,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Ladies Pass,Central Cascades -- Stevens Pass - East,3ba1e7140d674543ad1d3166f5fe955e,0.0,None,None,None,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Misery,Eastern Washington -- Palouse and Blue Mountains,3bbf5ea1ed04e97b8fb6153fd28882f0,2.75,1000.0,6401.0,16.0,1,63,1,0,1,0,1,0,1,0,1,0,1,0,1,1
Camano Island State Park,Puget Sound and Islands -- Bellingham Area,3bd17daf0e43a1d5f29b572e49da3033,2.8,200.0,200.0,2.6,1,92,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Banner Forest,Olympic Peninsula -- Kitsap Peninsula,3bf3b90809bc4b8daa6f1f2ca6850a8b,3.0,50.0,430.0,4.0,1,13,0,0,1,1,1,0,0,0,0,0,0,0,0,1
Nooksack Cirque,North Cascades -- Mount Baker Area,3c59772de4047976d758f9ac66dfeb98,3.0,640.0,2840.0,9.0,1,68,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Gatton Creek,Olympic Peninsula,3c67e694fb43639a85f0de4d4c95bb84,2.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quartz Creek Big Trees,South Cascades -- White Pass/Cowlitz River Valley,3c7cf3a00861e74d0702f65581de2789,4.75,15.0,2000.0,0.4,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1
Sundown Pass,Olympic Peninsula -- Olympia,3c7df3fc60a37877b21bea4784c52e75,3.0,None,None,None,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snowgrass Mountain,Central Cascades -- Stevens Pass - East,3c89f187e1a44db4bddb9a823a092ebb,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diablo Lake,North Cascades -- North Cascades Highway - Hwy 20,3c95c30726a1d5363806fc9690ceb545,3.19230769231,1400.0,1950.0,7.6,1,184,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Rock Creek,North Cascades -- Pasayten,3ca0d9538b3ac3979ef6a73617326aae,2.25,1500.0,5900.0,7.1,5,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Pleasant Valley Lake,Mount Rainier Area -- Chinook Pass - Hwy 410,3cade419c778b53ad21ed9a6b3af3bd6,3.0,2350.0,5740.0,5.2,1,22,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Wenatchee,Eastern Washington,3cd98753e0d2b431cbfd17c1d3f7d80d,3.5,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jolly Mountain via Sasse Ridge Trail,Snoqualmie Region -- Salmon La Sac/Teanaway,3ce573c9f77e47a5a08b4db731782b86,0.0,2003.0,6443.0,6.6,1,45,0,0,1,0,0,0,1,0,1,0,1,0,0,0
Jerry Lakes,North Cascades -- North Cascades Highway - Hwy 20,3cefcfa147b87b5ba2848e9e709cc1bf,3.0,None,None,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oyster Dome,Puget Sound and Islands -- Bellingham Area,3cf5cec37aeb32b3249b10fd99c3861a,4.09285714286,1050.0,2025.0,5.0,1,996,0,1,1,0,0,0,1,0,0,0,1,0,0,1
Paradise Roadless Area,South Cascades,3cff2b4e9f8a3a8885ee99a3127db583,2.5,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelley Creek,Central Cascades -- Stevens Pass - West,3d02700852caf220c98f6a3d1464326d,3.25,None,None,None,1,52,0,0,0,0,0,1,1,1,0,0,0,0,1,0
Military Road,Issaquah Alps -- Cougar Mountain,3d090ae8b665e59fd3bb3ec8d25964af,2.75,410.0,1050.0,1.4,1,36,0,0,1,1,1,0,0,0,0,1,0,0,1,0
Naneum Creek,Central Cascades -- Blewett Pass,3d0ecfab69dbada3e74bb441a7d2cfbf,1.75,None,None,None,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devil's Ridge,North Cascades,3d14146e0e5e3ff4afe4cbf3675f0660,2.4,3100.0,7000.0,18.8,5,58,0,0,0,1,0,0,1,0,1,0,1,0,1,1
Palisades,Mount Rainier Area -- Chinook Pass - Hwy 410,3d1e013d0293d404385ea0fead92c4b2,4.36363636364,2680.0,5300.0,15.9,1,179,0,0,1,0,0,0,1,1,0,1,0,1,1,0
Pratt Mountain,Snoqualmie Region -- North Bend Area,3d2855ed4af07997f88024ea2ef6f195,5.0,3299.0,5099.0,12.0,1,114,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Gladys Divide,Olympic Peninsula -- Hood Canal,3d5f9650cd0d08c70fc227a1a8e24ad7,3.28571428571,4000.0,5050.0,20.0,1,43,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Lila Lake,Snoqualmie Region -- Snoqualmie Pass,3d824e6134c94ec8b7281178356bb989,4.66666666667,2800.0,5400.0,11.0,1,196,1,0,0,0,0,1,1,0,1,1,0,1,1,0
Whatcom Pass,North Cascades,3d8624d6ee1f4fb0c04c3a43db69e8c7,2.8,None,None,None,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Icicle Creek,Central Cascades -- Leavenworth Area,3d8aed4473a2f8ee80a82541489ad62b,3.44444444444,None,None,4.0,1,172,1,0,0,0,1,0,0,1,0,1,0,0,0,0
BZ Trail,Southwest Washington -- Columbia River Gorge - WA,3d991913218c4f4ab40211b6b1218006,0.0,0.0,None,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
