,hike_name,hike_id,numReports,total_dist,elevation gain,time_from_seattle,Wildlife,Rivers,Summits,Good for kids
1080,Newton Creek-Elk Meadows Loop,1080,1.0,,,,0,0,0,0
1081,Big Snagtooth,1081,1.0,,,189.016666667,0,0,0,0
1082,Tamanawas Falls,1082,1.0,,,,0,0,0,0
1083,Tamanous Trail,1083,2.0,1.2,120.0,195.316666667,0,0,0,1
1084,Dingford Creek-Hester Lake,1084,61.0,11.0,2600.0,92.5333333333,0,1,0,0
1085,Dirtybox Peak,1085,4.0,,,44.8333333333,0,0,0,0
1086,Dingford Creek-Myrtle Lake,1086,47.0,11.0,2600.0,92.5,0,0,0,0
1087,Mount Price,1087,2.0,13.5,4500.0,92.6833333333,0,1,1,0
1088,Bessemer Mountain,1088,28.0,13.0,4100.0,58.0333333333,0,0,0,0
1089,CCC Road: Upper Trailhead,1089,12.0,6.8,400.0,63.2333333333,0,1,0,0
1090,CCC Road: Blowout Creek Trailhead,1090,41.0,7.0,620.0,58.0333333333,0,1,0,0
1091,Stegosaurus Butte,1091,16.0,,,68.7166666667,0,0,0,0
1092,Larch Lakes (Entiat),1092,36.0,16.0,2600.0,255.283333333,0,0,1,0
1093,Chuckanut Falls,1093,8.0,2.6,640.0,87.7833333333,1,0,0,1
1094,Cora Lake,1094,6.0,1.5,400.0,,0,0,0,1
1095,Deception Creek,1095,112.0,11.0,1200.0,92.0833333333,0,1,0,1
1096,Lake Ann (Rainy Pass),1096,46.0,3.4,700.0,180.45,0,0,0,1
1097,Mount St. Helens Summit - Monitor Ridge,1097,203.0,10.0,4500.0,198.633333333,0,0,1,0
1098,Langus Riverfront Park,1098,3.0,,,41.3833333333,0,0,0,1
1099,Fort Casey State Park,1099,11.0,2.5,200.0,122.816666667,0,0,0,1
1100,Soos Creek Trail,1100,6.0,,,32.8166666667,1,0,0,1
1101,Black Hole Falls Hike,1101,1.0,,,,0,0,0,0
1102,Siouxson Creek and Chinook Falls,1102,2.0,8.5,600.0,196.3,0,0,0,1
1103,North Fork Siouxon,1103,0.0,,,,0,0,0,0
1104,Sheep Lake,1104,33.0,4.2,400.0,110.116666667,1,0,0,1
1105,Southwest Loowit Loop,1105,1.0,12.7,2400.0,209.95,1,0,0,0
1106,Blue Horse Trail,1106,4.0,10.4,1250.0,209.95,1,0,0,0
1107,Sweet Creek Falls Interpretive Trail,1107,4.0,,,,0,0,0,1
1108,Toppenish National Wildlife Refuge,1108,1.0,,,,1,0,0,0
1109,Spring Creek - Green Mountain,1109,0.0,8.2,1200.0,221.483333333,0,0,0,0
1110,Sexagenarian Peak,1110,1.0,,,,0,0,0,0
1111,Round Mountain,1111,25.0,4.5,1700.0,184.533333333,0,0,0,0
1112,Oval Peak,1112,10.0,,,271.583333333,0,0,0,0
1113,Old Blewett Pass Highway,1113,6.0,8.2,1030.0,,0,0,0,0
1114,North Butte,1114,9.0,6.12,910.0,,0,0,0,0
1115,Mount Howard,1115,10.0,,,,0,0,0,0
1116,Mission Ridge,1116,18.0,14.0,3200.0,158.366666667,0,0,0,0
1117,Baker Preserve,1117,13.0,3.2,1000.0,146.3,0,0,0,0
1118,Otto Preserve,1118,2.0,,,145.433333333,0,0,0,0
1119,Swauk Forest Discovery Trail,1119,19.0,,,105.133333333,1,0,0,0
1120,Tiffany Mountain,1120,28.0,6.0,1740.0,265.05,0,0,1,1
1121,Freezeout Ridge,1121,18.0,,,261.566666667,0,0,0,0
1122,Ptarmigan Trail,1122,2.0,4.5,1000.0,198.566666667,0,0,1,0
1123,Wright Meadow,1123,2.0,3.0,100.0,253.15,0,0,0,0
1124,Snagtooth Mountain,1124,1.0,3.5,700.0,276.85,0,0,0,0
1125,Bear Canyon,1125,24.0,4.0,900.0,154.6,1,0,0,0
1126,Mount Beljica,1126,42.0,4.0,1100.0,119.716666667,1,0,0,0
1127,Wonderland Trail - Longmire to Paradise,1127,4.0,2.2,500.0,,0,1,0,1
1128,Butte Camp,1128,20.0,5.0,700.0,194.416666667,1,0,0,0
1129,Pinnacle Lake,1129,138.0,3.8,1200.0,98.5166666667,0,0,0,0
1130,Squire Creek,1130,59.0,8.5,2566.0,92.1833333333,0,0,0,0
1131,Glacier Lake,1131,16.0,4.0,800.0,154.166666667,0,0,0,0
1132,Independence Pass Loop,1132,15.0,8.0,300.0,186.816666667,1,0,0,0
1133,Squaw Lake,1133,19.0,5.0,1400.0,149.483333333,0,0,0,0
1134,Goat Peak Lookout,1134,56.0,5.0,1400.0,242.066666667,0,0,1,1
1135,Lookout Mountain Lookout - Methow,1135,26.0,3.0,1100.0,247.433333333,0,0,0,0
1136,Pugh Ridge,1136,11.0,12.4,2833.0,253.916666667,1,0,0,0
1137,Keystone Ridge,1137,3.0,,,158.6,0,0,0,0
1138,North Fork Entiat River,1138,25.0,26.0,4000.0,251.233333333,1,0,0,0
1139,Duncan Hill,1139,11.0,13.6,3000.0,,1,0,1,0
1140,Myrtle Lake,1140,16.0,8.0,650.0,256.316666667,1,0,0,0
1141,Wetlands Trail,1141,4.0,1.3,90.0,22.25,1,0,0,1
1142,Paddy-Go-Easy Pass,1142,79.0,7.0,2700.0,144.933333333,0,0,0,0
1143,Swamp Trail,1143,11.0,1.0,75.0,23.75,1,0,0,1
1144,Gladys Divide,1144,13.0,20.0,4000.0,132.233333333,1,0,0,0
1145,Indian Bar-Cowlitz Divide,1145,37.0,15.0,2900.0,134.8,1,1,0,0
1146,Blue Lake,1146,1.0,5.2,5200.0,269.6,0,0,0,1
1147,Lodge Lake,1147,72.0,3.0,500.0,50.7166666667,0,0,0,1
1148,Quartz Creek,1148,16.0,8.0,500.0,234.083333333,0,1,0,0
1149,Quartz Creek Big Trees,1149,0.0,0.3,50.0,,0,0,0,0
1150,Quartz Ridge-Summit Prairie,1150,3.0,6.0,1800.0,236.783333333,0,0,0,0
1151,Tubal Cain Mine and Buckhorn Lake,1151,148.0,12.0,2000.0,199.416666667,0,0,0,0
1152,Narada Falls to Reflection Lakes,1152,64.0,5.0,1150.0,138.283333333,1,0,0,1
1153,Moraine Trail,1153,2.0,2.2,400.0,144.233333333,0,1,0,0
1154,Rainy Lake,1154,31.0,2.0,70.0,180.283333333,0,0,0,1
1155,South Point Lookout,1155,3.0,7.0,2900.0,153.583333333,0,0,0,0
1156,Granite Mountain,1156,3.0,,,,0,0,0,0
1157,Thunder Basin,1157,2.0,,,,0,0,0,0
1158,Coleman Pinnacle,1158,1.0,,,,0,0,0,0
1159,Artesian & Black Lake,1159,1.0,,,,0,0,0,0
1160,Lake Mayfield Trail,1160,1.0,,,121.666666667,1,0,0,1
1161,PCT - Stevens Pass to Pear Lake,1161,2.0,,,,0,0,0,0
1162,Ulalach Peak,1162,1.0,8.5,4150.0,,0,0,1,0
1163,Morning Star Peak,1163,1.0,,,,0,0,0,0
1164,Han Peak,1164,1.0,,,,0,0,0,0
1165,West Access Trail,1165,10.0,1.1,800.0,22.95,1,0,0,1
1166,Mackenzie Reserve,1166,1.0,,,,0,0,0,1
1167,Hock Mountain,1167,1.0,16.0,5000.0,182.833333333,1,0,1,0
1168,Mount Hardy,1168,1.0,4.68,4299.0,,0,0,0,0
1169,Apple Capital Recreation Loop Trail,1169,1.0,,,,0,0,0,0
1170,Nordic Pass - Hyak,1170,25.0,3.2,660.0,54.5333333333,0,0,0,0
1171,Kyes Peak,1171,1.0,12.0,5200.0,,0,0,0,0
1172,Saratoga Peak,1172,1.0,,,,0,0,0,0
1173,Rocky Top,1173,4.0,,,232.0,0,0,0,0
1174,Ladies Pass,1174,2.0,,,,0,0,0,0
1175,Frosty Pass,1175,2.0,,,,0,0,0,0
1176,Breccia Peak,1176,4.0,,,,0,0,0,0
1177,Yakima Sportsman State Park,1177,3.0,,,135.766666667,1,0,0,1
1178,Melakwa - Pratt Lake Traverse,1178,57.0,11.7,2300.0,54.6666666667,0,0,0,0
1179,Berkeley Park,1179,44.0,7.0,900.0,143.383333333,0,0,0,0
1180,Goat Lake-Jordan Basin,1180,35.0,12.0,2000.0,187.9,0,0,0,0
1181,Faraway Rock,1181,5.0,2.0,300.0,142.883333333,0,0,0,0
1182,Bench and Snow Lakes,1182,78.0,2.6,700.0,135.5,0,0,0,0
1183,Deer Creek Falls,1183,4.0,1.0,300.0,111.133333333,0,0,0,0
1184,West Butte,1184,2.0,,,,1,0,0,0
1185,Ingalls Creek,1185,251.0,11.0,1450.0,124.116666667,0,0,0,1
1186,Green Lantern Trail,1186,3.0,2.8,33.0,30.45,1,0,0,1
1187,Tam O'Shanter - Viewpoint Open Space Trails,1187,2.0,1.5,150.0,23.8333333333,1,0,0,1
1188,Ardmore Park Trails,1188,3.0,1.5,170.0,24.3333333333,1,0,0,1
1189,Cascade Lake,1189,9.0,2.7,100.0,223.483333333,1,0,0,1
1190,Willapa National Wildlife Refuge - Long Island,1190,4.0,5.75,435.0,169.716666667,1,0,0,0
1191,Riverside State Park - Bowl and Pitcher Snowshoe,1191,1.0,6.0,500.0,262.966666667,0,0,0,1
1192,Mount Grant Preserve,1192,0.0,2.0,500.0,206.766666667,0,0,1,1
1193,Turn Point Lighthouse,1193,0.0,6.0,280.0,,1,0,0,1
1194,Umatilla Rock - Monument Coulee,1194,13.0,5.0,100.0,194.983333333,1,0,0,0
1195,Double Diamond Trail,1195,7.0,,,87.8666666667,0,0,0,0
1196,Marten Creek,1196,41.0,6.6,1400.0,96.3333333333,0,0,0,0
1197,Tronsen Meadow,1197,14.0,3.4,1168.0,111.433333333,0,0,0,0
1198,Fuller Mountain,1198,7.0,,,50.8666666667,0,0,0,0
1199,Bogachiel River,1199,38.0,12.0,400.0,235.083333333,0,0,0,0
1200,Hobart - Middle Tiger Railroad Trail,1200,7.0,10.2,1550.0,44.6,1,0,0,1
1201,Sulphur Mountain,1201,35.0,10.0,4200.0,163.5,0,0,0,0
1202,Sulphur Creek,1202,11.0,3.6,900.0,162.816666667,0,0,0,0
1203,Lower Mad River Valley,1203,23.0,6.5,300.0,183.1,1,0,0,0
1204,Palisades,1204,84.0,15.9,2680.0,86.8166666667,0,1,0,0
1205,Little Saint Helens,1205,21.0,7.0,1200.0,65.1666666667,0,0,0,0
1206,Heather Park,1206,28.0,10.0,3800.0,160.75,0,0,0,0
1207,Grand Valley via Grand Pass,1207,1.0,12.0,4070.0,211.383333333,0,0,1,0
1208,West Tiger No. 1 via Fred's Corner,1208,54.0,7.0,2450.0,21.5833333333,1,0,1,0
1209,Fort Worden State Park - Point Wilson,1209,12.0,,,132.066666667,0,0,0,0
1210,Snow Peak,1210,8.0,10.0,875.0,345.983333333,1,0,0,1
1211,Deadfall,1211,12.0,7.6,2240.0,130.233333333,0,0,0,0
1212,Wagonwheel Lake,1212,66.0,5.8,3200.0,131.5,0,0,0,0
1213,Camp Long,1213,7.0,1.6,240.0,13.75,1,0,0,1
1214,Cutthroat Lakes via Walt Bailey Trail,1214,226.0,10.0,2300.0,106.566666667,0,0,1,1
1215,Cowen and Ravenna Parks,1215,8.0,4.5,115.0,10.65,1,0,0,1
1216,Shoreview and Boeing Creek Parks,1216,6.0,,,21.6833333333,1,0,0,1
1217,Lenore Lake Caves,1217,26.0,1.5,200.0,179.75,0,0,0,0
1218,Weowna Park,1218,5.0,3.5,600.0,21.0666666667,1,0,0,1
1219,Dragontail Peak,1219,25.0,13.5,5833.0,172.283333333,0,0,1,0
1220,Mouth of the Tucannon,1220,0.0,4.0,350.0,246.483333333,0,0,0,0
1221,Table Rock - Squaw Peak,1221,0.0,22.0,1800.0,293.0,0,0,0,0
1222,Saltese Uplands,1222,12.0,,,265.4,0,0,0,0
1223,Towell Falls,1223,15.0,6.0,50.0,248.35,1,0,0,1
1224,Old Wagon Road Trail,1224,4.0,3.0,550.0,215.25,0,0,0,0
1225,Nimbus Knob,1225,6.0,3.0,400.0,255.066666667,1,0,0,1
1226,Northrup Canyon,1226,40.0,3.0,384.0,216.016666667,1,0,0,0
1227,Trail Lake Coulee,1227,2.0,5.0,100.0,185.7,1,0,0,0
1228,Moses Coulee Preserve,1228,6.0,4.0,1750.0,198.616666667,1,1,0,0
1229,Heart Lake,1229,10.0,2.86,130.0,87.8166666667,1,0,0,1
1230,Salmon la Sac Creek Snowshoe,1230,2.0,6.4,1300.0,,0,0,0,0
1231,Chelan Butte,1231,12.0,,,195.066666667,1,0,0,0
1232,Cutthroat Pass via Cutthroat Lake,1232,71.0,11.4,2300.0,193.3,0,0,0,0
1233,Yellow Lake,1233,3.0,1.25,20.0,25.95,1,0,0,1
1234,Lone Fir,1234,5.0,,,191.5,0,1,0,0
1235,Angel's Rest-Devil's Rest Loop,1235,4.0,10.7,2770.0,179.85,0,1,1,0
1236,Angel's Rest,1236,5.0,4.8,1500.0,179.866666667,0,0,0,0
1237,Not So Sasse Peak,1237,1.0,,,,0,0,0,0
1238,Baldy Mountain,1238,3.0,6.25,2394.0,204.233333333,0,0,1,0
1239,Unicorn Peak,1239,7.0,4.8,2397.0,145.0,0,0,1,0
1240,Trillium Community Forest Land,1240,1.0,5.5,100.0,135.466666667,1,0,0,1
1241,Pine Canyon,1241,1.0,,,,0,0,0,0
1242,Box Spring Canyon,1242,0.0,9.5,900.0,168.283333333,0,0,0,0
1243,Silver Gulch Trail,1243,2.0,,,86.8,0,0,0,0
1244,Lynndale Loop,1244,4.0,,,28.05,0,0,0,0
1245,Double Bluff,1245,13.0,,,144.233333333,0,0,0,0
1246,Welts-Samish Restoration Site,1246,13.0,,,80.25,1,0,0,0
1247,Crestwoods Park Trail,1247,3.0,,,26.6,0,0,0,0
1248,Cap Sante Park,1248,2.0,1.0,200.0,91.25,1,0,0,1
1249,Port Susan Bay Preserve,1249,3.0,,,64.95,0,0,0,1
1250,Leque Island - Stanwood Levee Trail,1250,19.0,,,63.3333333333,1,0,0,0
1251,Lake Angeles,1251,59.0,7.4,2350.0,160.75,0,0,0,0
1252,Lake Laura Backdoor,1252,29.0,3.0,1000.0,69.3833333333,0,1,0,0
1253,High Point Trail,1253,77.0,2.0,1150.0,24.3333333333,0,0,0,0
1254,Goat Peak,1254,47.0,6.5,3200.0,126.15,1,0,1,0
1255,Sharpe Park - Sares Head,1255,33.0,0.75,150.0,89.05,1,0,1,1
1256,Jolly Mountain,1256,45.0,12.0,4000.0,107.533333333,0,0,0,0
1257,French Cabin Creek,1257,31.0,7.0,1400.0,119.783333333,1,0,0,0
1258,Skookum Flats,1258,115.0,7.8,300.0,89.4,1,1,0,1
1259,Little Wenatchee Gorge,1259,67.0,3.0,250.0,166.333333333,0,1,0,0
1260,Boulder Garden Loop,1260,70.0,2.5,800.0,35.3833333333,0,0,0,1
1261,Boundary West,1261,73.0,4.0,1800.0,154.883333333,1,0,0,0
1262,Herman Creek,1262,1.0,,,,0,0,0,0
1263,Kirkwood Ranch,1263,0.0,10.0,420.0,436.366666667,0,0,0,0
1264,Chehalis Western Trail,1264,3.0,22.0,500.0,63.6833333333,0,0,0,0
1265,Kachess Ridge / Kachess Beacon,1265,160.0,5.8,2200.0,73.7833333333,0,0,0,0
1266,White Bluffs - South Slope,1266,26.0,10.0,530.0,186.0,1,0,0,0
1267,Spencer Island,1267,48.0,6.6,15.0,42.7666666667,1,0,0,1
1268,Lake Creek,1268,4.0,26.0,340.0,239.5,0,0,0,0
1269,Silver Star Mountain (Okanogan),1269,2.0,,,189.166666667,0,0,0,0
1270,Abercrombie Mountain Trail,1270,5.0,7.3,2350.0,394.383333333,0,0,0,0
1271,Billy Clapp Lake,1271,4.0,5.0,300.0,183.383333333,1,0,0,0
1272,Dry Creek,1272,42.0,6.0,800.0,130.383333333,0,0,0,0
1273,Humpback Mountain,1273,54.0,4.0,2500.0,57.6,0,0,1,0
1274,Fletcher Canyon,1274,9.0,4.0,1100.0,180.5,0,0,0,0
1275,Sams River,1275,3.0,3.0,50.0,187.066666667,0,0,0,0
1276,Quinault Rainforest Nature Loop,1276,12.0,0.5,40.0,156.916666667,0,0,0,1
1277,Colonel Bob Trail - Colonel Bob Peak,1277,25.0,12.0,4292.0,167.133333333,1,0,1,0
1278,Rim Trail,1278,1.0,0.9,100.0,228.15,0,0,0,0
1279,Sunshine Trail,1279,1.0,1.5,1600.0,225.833333333,0,0,0,0
1280,Sleeping Beauty Peak,1280,10.0,2.6,1400.0,255.6,0,0,1,0
1281,Lower Siouxon Creek,1281,23.0,6.5,500.0,189.016666667,0,0,0,0
1282,Blue Lake,1282,6.0,13.0,700.0,249.066666667,0,0,0,0
1283,Gifford Peak,1283,1.0,11.0,700.0,124.9,0,0,0,0
1284,McClellan Meadows to Indian Racetrack Snowshoe,1284,0.0,15.0,1250.0,216.516666667,1,1,1,0
1285,Capitol State Forest - Capitol Peak,1285,19.0,9.0,1300.0,107.966666667,0,0,0,0
1286,Chief Joseph Wildlife Area - Grande Ronde River,1286,0.0,4.0,850.0,,1,0,0,0
1287,Chief Joseph Wildlife Area - Green Gulch,1287,1.0,4.0,1500.0,369.616666667,0,0,0,0
1288,Mount Misery,1288,8.0,16.0,1000.0,339.7,1,0,1,1
1289,Wenaha River Trail,1289,7.0,,,310.35,1,0,0,1
1290,Mission Point Trail,1290,1.0,,,,0,0,0,0
1291,Fir Mountain,1291,5.0,5.2,2174.0,300.233333333,1,0,0,0
1292,Glacier Basin,1292,100.0,4.23,2159.0,,1,0,0,0
1293,McLaughlin Canyon Trail,1293,4.0,3.0,200.0,264.566666667,1,0,0,1
1294,Pipsissewa Trail,1294,3.0,4.2,860.0,292.733333333,0,0,0,0
1295,Virginia Lilly,1295,2.0,3.5,900.0,334.916666667,0,0,0,0
1296,Burch Mountain,1296,6.0,10.0,3200.0,297.916666667,0,0,0,0
1297,Rock Mountain,1297,1.0,,,,0,0,0,0
1298,Goodenough Peak,1298,2.0,,,,0,0,0,0
1299,Copper Glance Lake,1299,16.0,6.0,2800.0,281.65,0,0,0,0
1300,Billy Goat,1300,14.0,,,295.366666667,0,0,0,0
1301,Iron Mountain Snowshoe,1301,1.0,9.0,1800.0,113.5,0,0,0,0
1302,Sauk Mountain Snowshoe,1302,7.0,11.0,3500.0,,0,0,0,0
1303,River Meadows Park,1303,4.0,,,61.1333333333,0,0,0,1
1304,Sumas Mountain,1304,12.0,6.0,2000.0,113.433333333,0,0,1,0
1305,Mount Shuksan,1305,9.0,,,169.483333333,0,0,0,0
1306,Gee Point,1306,11.0,3.0,700.0,147.033333333,0,0,1,0
1307,Pilchuck Falls,1307,1.0,,,,0,0,0,0
1308,Scott Paul Trail,1308,95.0,8.0,2000.0,130.716666667,1,0,0,0
1309,Anderson Butte,1309,24.0,3.0,1000.0,149.433333333,0,0,0,0
1310,Rockport State Park,1310,36.0,3.0,250.0,108.716666667,0,0,0,1
1311,Rasar State Park,1311,18.0,3.0,20.0,95.8833333333,1,0,0,1
1312,Lewis Butte,1312,3.0,3.0,1000.0,223.1,0,0,0,0
1313,Sweetgrass Butte,1313,1.0,,,,0,0,1,0
1314,Star Peak,1314,3.0,,,273.333333333,0,0,1,0
1315,North Navarre Peak,1315,2.0,5.0,1550.0,306.566666667,0,0,1,0
1316,Echo Ridge,1316,9.0,,,208.6,0,0,0,1
1317,Rainbow Creek Trail,1317,7.0,,,,0,0,0,0
1318,Purple Pass,1318,9.0,15.0,5700.0,,1,0,1,0
1319,McGregor Mountain Trail,1319,11.0,16.0,6200.0,,0,0,1,0
1320,Lewis and Clark State Park,1320,0.0,2.0,125.0,,0,0,0,1
1321,Maintenance Shed Road,1321,10.0,7.0,400.0,141.283333333,0,0,1,1
1322,High Hut Snowshoe,1322,13.0,7.8,2400.0,124.466666667,0,0,0,0
1323,Salmon Ridge Snowshoe,1323,6.0,5.4,300.0,145.766666667,0,0,0,1
1324,Ginkgo Petrified Forest State Park Backcountry,1324,21.0,5.0,550.0,125.866666667,1,0,0,0
1325,June Lake Snowshoe,1325,13.0,4.8,500.0,194.316666667,0,0,0,1
1326,Coal Pass Snowshoe,1326,2.0,10.0,2400.0,140.183333333,0,0,0,0
1327,Chehalis River Discovery Trail,1327,0.0,3.6,210.0,90.6333333333,0,0,0,1
1328,Goat Falls,1328,8.0,1.0,230.0,96.1833333333,0,0,0,1
1329,Luther Burbank Park,1329,7.0,3.0,120.0,10.75,0,0,0,1
1330,Silver Lake - Monte Cristo,1330,16.0,11.0,2000.0,99.4833333333,0,0,0,0
1331,Monte Cristo Wagon Road,1331,35.0,,,104.783333333,0,0,0,1
1332,Beaver Lake Preserve,1332,5.0,1.2,50.0,32.5333333333,1,0,0,1
1333,Catherine Creek - Universal Access Trail,1333,23.0,1.5,120.0,237.05,0,0,0,1
1334,Haystack Ridge Lookout Site,1334,1.0,,,,0,0,0,0
1335,Goat Island,1335,1.0,,,,0,0,0,0
1336,Breazeale Interpretive Center,1336,3.0,,,75.8166666667,0,0,0,1
1337,Sugarloaf,1337,42.0,2.5,890.0,88.0333333333,1,0,1,0
1338,Washington Pass Overlook,1338,14.0,,,185.583333333,0,0,0,0
1339,Spada Lake - Culmback Dam,1339,5.0,1.0,150.0,84.7666666667,1,0,0,1
1340,Badger Mountain - The Langdon Trail,1340,2.0,,,194.95,1,0,0,1
1341,Red Town Creek,1341,8.0,,,22.7666666667,0,0,0,1
1342,Discovery Park Beach and Highlands Loop,1342,8.0,5.1,380.0,19.5,0,0,0,1
1343,Kopachuck State Park Trail,1343,2.0,1.0,25.0,57.6333333333,0,0,0,1
1344,Foam Creek Trail,1344,3.0,,,,0,0,0,0
1345,Folsom Farm - Smick Meadows,1345,1.0,,,225.416666667,1,0,0,1
1346,Custer's Bridge - Middle Tiger Loop,1346,2.0,11.0,1600.0,33.5666666667,1,0,1,0
1347,Ranger Hole - Interrorem Nature Trail,1347,31.0,2.1,200.0,134.833333333,0,0,0,1
1348,McKenzie Conservation Area,1348,12.0,5.0,200.0,284.466666667,1,0,0,1
1349,Explorer Falls,1349,43.0,,,65.25,0,0,0,0
1350,Boulder Lake,1350,39.0,13.8,2140.0,93.2666666667,0,0,0,0
1351,Swakane Canyon,1351,46.0,6.0,1450.0,172.9,1,0,0,0
1352,Slavin Pond Loop,1352,7.0,3.3,246.0,256.0,1,0,0,1
1353,Hidden Forest Trail,1353,23.0,7.4,2650.0,27.8166666667,0,0,0,0
1354,Index Town Wall,1354,65.0,2.6,1270.0,74.3166666667,0,0,0,0
1355,Sycamore Access Trail,1355,2.0,,,,0,0,0,0
1356,Fort Spokane,1356,1.0,,,,0,0,0,0
1357,Doe Falls,1357,2.0,7.25,1720.0,195.333333333,0,0,0,0
1358,Paul Peak,1358,30.0,5.6,1050.0,105.266666667,0,0,1,0
1359,Cheshiahud Lake Union Loop,1359,15.0,,,13.65,0,0,0,1
1360,Boulder Lake (Olympics),1360,16.0,10.2,2480.0,204.266666667,0,0,0,0
1361,Horseshoe Tunnel,1361,4.0,,,,0,0,0,0
1362,Goat Marsh Research Area,1362,1.0,,,,0,0,0,0
1363,Appleton Pass,1363,26.0,15.4,3230.0,204.083333333,0,0,0,0
1364,Goddards Peak,1364,1.0,,,,0,0,0,0
1365,Gisela's Arch,1365,1.0,,,,0,0,0,0
1366,Chinook Bend Natural Area,1366,1.0,,,,0,0,0,0
1367,Upright Head Preserve,1367,1.0,,,,0,0,0,0
1368,LeBar Horse Camp Trail,1368,1.0,,,120.083333333,0,0,0,0
1369,Crescent Lake,1369,1.0,,,,0,0,0,0
1370,Balfour Klickitat Day Use Area,1370,1.0,,,,0,0,0,0
1371,Ravensdale Retreat Natural area,1371,1.0,,,,0,0,0,0
1372,Rainbow Canyon,1372,3.0,,,111.966666667,0,0,0,0
1373,Welch Peaks,1373,3.0,9.0,3300.0,148.016666667,0,0,1,0
1374,Living Legacy Interpretive Trail,1374,6.0,,,129.283333333,0,0,0,0
1375,Badger Mountain,1375,9.0,,,197.95,0,0,0,0
1376,Camp Pleasant,1376,8.0,14.0,800.0,131.316666667,0,0,0,1
1377,Lena Lake - Valley of Silent Men Snowshoe,1377,9.0,10.0,2000.0,132.6,0,0,0,0
1378,Anti-Aircraft Peak,1378,68.0,6.0,625.0,27.35,1,0,0,0
1379,Griffiths-Priday State Park - Copalis River Spit,1379,19.0,4.0,40.0,146.233333333,0,0,0,1
1380,John Wayne Trail - South Cle Elum Trailhead,1380,3.0,,,,0,0,0,0
1381,Waptus Lake,1381,15.0,,,104.933333333,0,0,0,0
1382,Glines Canyon Overlook Trail,1382,2.0,,,,0,0,0,0
1383,Mystery Bay State Park,1383,1.0,,,,0,0,0,0
1384,Bullitt Fireplace Trail,1384,79.0,,,25.9666666667,1,0,0,1
1385,Teanaway Ridge,1385,62.0,6.0,1900.0,107.866666667,0,0,0,0
1386,Camas Meadows,1386,12.0,2.0,350.0,130.266666667,0,0,0,1
1387,Mount Pilchuck Snowshoe,1387,55.0,11.0,2600.0,75.55,0,0,0,0
1388,Tomyhoi Lake,1388,15.0,8.0,1800.0,165.1,1,0,0,0
1389,Beaver Lake,1389,56.0,4.0,100.0,96.8333333333,0,1,0,1
1390,Sunrise Ridge,1390,33.0,5.2,1000.0,183.25,1,0,0,1
1391,Lake of the Angels,1391,71.0,8.0,3400.0,144.65,1,0,0,0
1392,Spencer Butte,1392,1.0,3.0,800.0,241.5,0,0,0,0
1393,Plains of Abraham Loop,1393,25.0,8.0,700.0,201.533333333,0,0,0,0
1394,Truman Trail-Pumice Plains,1394,27.0,10.0,200.0,201.533333333,1,0,0,0
1395,Horseshoe Meadow,1395,2.0,11.0,1900.0,225.533333333,1,0,0,0
1396,Dark Meadow,1396,4.0,7.0,500.0,195.0,1,0,0,0
1397,Ryan Lake,1397,2.0,1.0,100.0,179.4,0,0,0,1
1398,McCoy Peak,1398,4.0,8.4,3200.0,174.233333333,0,0,0,0
1399,Langille Peak,1399,3.0,5.0,2100.0,171.216666667,0,0,0,0
1400,Nannie Peak,1400,6.0,,,,0,0,0,0
1401,Mount Whittier,1401,3.0,2.1,5883.0,187.15,0,0,0,0
1402,Mowich River,1402,6.0,7.0,2400.0,124.9,1,1,0,0
1403,Rampart Ridge Snowshoe,1403,28.0,4.5,1200.0,122.733333333,0,0,0,0
1404,Reflection and Louise Lakes Snowshoe,1404,22.0,7.0,560.0,143.133333333,0,0,0,0
1405,Glacier Vista Snowshoe,1405,31.0,3.0,700.0,124.433333333,0,0,0,0
1406,Alta Vista Loop,1406,25.0,1.5,540.0,144.45,0,0,0,0
1407,Heather Lake Snowshoe,1407,45.0,4.6,1100.0,73.9333333333,0,0,0,1
1408,Grand Valley,1408,43.0,9.8,2400.0,206.416666667,1,0,0,0
1409,Panorama Point Snowshoe,1409,49.0,5.0,1300.0,145.933333333,0,0,0,0
1410,Layser Cave,1410,7.0,0.25,100.0,144.383333333,0,0,0,1
1411,Whittier Ridge-Lakes Loop,1411,8.0,14.2,2000.0,186.816666667,0,0,0,0
1412,Mount Jupiter,1412,71.0,14.4,3600.0,151.766666667,0,0,1,0
1413,Nelson Ridge and Mount Aix,1413,20.0,12.0,4200.0,176.816666667,0,0,0,0
1414,Moose Lake,1414,1.0,8.2,1500.0,211.383333333,0,0,0,0
1415,Eagle Peak,1415,32.0,7.0,2950.0,124.2,0,0,0,0
1416,Ipsut Pass,1416,16.0,8.0,2800.0,101.633333333,0,0,0,0
1417,Del Campo Peak,1417,18.0,,,,0,0,0,0
1418,Preston Trail,1418,62.0,,,24.3333333333,0,0,0,0
1419,Sultan River Canyon Trail,1419,25.0,4.2,850.0,84.1,0,0,0,1
1420,Surveyors Lake Snowshoe,1420,1.0,,,54.8333333333,0,0,0,0
1421,Pebble Creek,1421,4.0,,,,0,0,0,0
1422,Salmo - Priest Loop,1422,18.0,19.0,3400.0,426.25,1,1,1,0
1423,Coyote Wall - The Labyrinth Loop,1423,26.0,7.7,1200.0,233.2,0,1,0,0
